Track,ID,Area,Time,Radius,X,Y,Cell size,Roi label,Experiment,Genotype
0,10467,25.0,8,3.16175,764.82,639.3,132035.0,0009-0001-0639,1,KO
0,11331,34.0,21,4.06525,749.647058824,640.441176471,132035.0,0022-0002-0641,1,KO
0,11684,32.0,26,3.92925,741.84375,638.5625,132035.0,0027-0003-0638,1,KO
0,10535,29.0,9,3.4525,765.810344828,641.706896552,132035.0,0010-0001-0642,1,KO
0,10602,29.0,10,3.30275,766.224137931,640.155172414,132035.0,0011-0001-0640,1,KO
0,11404,37.0,22,4.3505,748.445945946,643.256756757,132035.0,0023-0003-0643,1,KO
0,11469,29.0,23,3.4525,743.775862069,641.948275862,132035.0,0024-0001-0642,1,KO
0,10673,28.0,11,3.25625,767.107142857,642.142857143,132035.0,0012-0001-0642,1,KO
0,11126,37.0,18,3.9425,757.040540541,641.581081081,132035.0,0019-0001-0642,1,KO
0,11542,29.0,24,3.404,744.017241379,639.982758621,132035.0,0025-0002-0640,1,KO
0,10745,36.0,12,4.0045,763.833333333,645.083333333,132035.0,0013-0001-0646,1,KO
0,11193,37.0,19,4.35675,751.364864865,639.283783784,132035.0,0020-0001-0639,1,KO
0,10877,29.0,14,3.8185,764.051724138,647.431034483,132035.0,0015-0001-0647,1,KO
0,11005,28.0,16,3.468,760.928571429,646.785714286,132035.0,0017-0001-0646,1,KO
0,11614,34.0,25,3.62125,743.088235294,641.941176471,132035.0,0026-0002-0641,1,KO
0,10943,34.0,15,3.75075,762.647058824,647.588235294,132035.0,0016-0001-0647,1,KO
0,11263,27.0,20,3.05275,749.425925926,627.092592593,132035.0,0021-0001-0627,1,KO
1,11009,49.0,16,4.303,772.112244898,697.724489796,132035.0,0017-0005-0698,1,KO
1,13441,105.0,51,6.616,748.633333333,674.138095238,132035.0,0052-0007-0674,1,KO
1,10883,49.0,14,4.21225,772.418367347,697.234693878,132035.0,0015-0007-0697,1,KO
1,12803,41.0,42,3.8115,753.62195122,678.036585366,132035.0,0043-0008-0678,1,KO
1,11271,44.0,20,3.986,774.431818182,697.522727273,132035.0,0021-0009-0698,1,KO
1,13576,92.0,53,5.85125,752.369565217,677.434782609,132035.0,0054-0007-0677,1,KO
