Track,ID,Area,Time,Radius,X,Y,Cell size,Roi label,Experiment,Genotype
0,28464,563.0,0,14.421,334.913854352,549.460923623,245673.0,0001-0005-0548,1,KO
0,28563,104.0,10,5.9665,355.0,532.269230769,245673.0,0011-0005-0532,1,KO
0,28500,620.0,4,16.4,344.496774194,543.359677419,245673.0,0005-0003-0541,1,KO
0,28532,250.0,7,9.7605,352.56,535.788,245673.0,0008-0004-0535,1,KO
0,28485,547.0,2,14.16175,334.167276051,550.143510055,245673.0,0003-0003-0549,1,KO
0,28551,242.0,9,9.986,348.611570248,536.479338843,245673.0,0010-0005-0535,1,KO
0,28521,334.0,6,11.30475,351.155688623,538.137724551,245673.0,0007-0004-0538,1,KO
0,28476,562.0,1,14.3275,332.998220641,548.804270463,245673.0,0002-0004-0548,1,KO
0,28572,64.0,11,5.31975,356.90625,530.0,245673.0,0012-0004-0530,1,KO
0,28493,554.0,3,14.42625,335.916967509,549.113718412,245673.0,0004-0003-0550,1,KO
0,28510,653.0,5,19.644,343.568912711,540.063552833,245673.0,0006-0004-0536,1,KO
0,28542,363.0,8,12.9145,348.533057851,535.216253444,245673.0,0009-0005-0534,1,KO
1,28465,116.0,0,6.92875,298.594827586,556.094827586,245673.0,0001-0006-0557,1,KO
1,28501,145.0,4,7.432,314.706896552,553.65862069,245673.0,0005-0004-0554,1,KO
1,28486,110.0,2,7.2305,308.154545455,558.518181818,245673.0,0003-0004-0558,1,KO
1,28477,116.0,1,6.873,307.163793103,555.655172414,245673.0,0002-0005-0555,1,KO
1,28494,121.0,3,6.6055,309.847107438,557.351239669,245673.0,0004-0004-0557,1,KO
2,28544,237.0,8,9.44025,344.242616034,578.111814346,245673.0,0009-0007-0578,1,KO
2,28487,245.0,2,10.254,333.202040816,592.82244898,245673.0,0003-0005-0594,1,KO
2,28584,35.0,12,3.9535,352.357142857,577.528571429,245673.0,0013-0007-0577,1,KO
2,28553,186.0,9,8.835,348.666666667,577.446236559,245673.0,0010-0007-0576,1,KO
2,28524,269.0,6,11.5855,333.908921933,579.124535316,245673.0,0007-0007-0580,1,KO
2,28495,245.0,3,9.83225,327.602040816,594.904081633,245673.0,0004-0005-0596,1,KO
2,28466,255.0,0,10.07,324.931372549,598.41372549,245673.0,0001-0007-0599,1,KO
2,28565,208.0,10,9.27375,347.490384615,578.283653846,245673.0,0011-0007-0578,1,KO
2,28502,261.0,4,10.12375,327.316091954,589.266283525,245673.0,0005-0005-0589,1,KO
2,28534,246.0,7,9.33975,337.361788618,576.300813008,245673.0,0008-0006-0577,1,KO
2,28478,262.0,1,10.27075,328.435114504,593.339694656,245673.0,0002-0006-0593,1,KO
2,28574,132.0,11,7.967,349.757575758,575.568181818,245673.0,0012-0006-0574,1,KO
2,28511,249.0,5,9.8295,322.925702811,589.074297189,245673.0,0006-0005-0589,1,KO
3,28497,152.0,3,7.25,390.263157895,667.901315789,245673.0,0004-0007-0668,1,KO
3,28467,150.0,0,7.25,391.76,670.166666667,245673.0,0001-0008-0670,1,KO
3,28515,151.0,5,7.066,409.632450331,659.089403974,245673.0,0006-0009-0659,1,KO
3,28504,158.0,4,7.53125,396.905063291,663.481012658,245673.0,0005-0007-0663,1,KO
3,28489,145.0,2,6.9665,389.168965517,669.589655172,245673.0,0003-0007-0669,1,KO
3,28479,142.0,1,7.03325,390.253521127,668.38028169,245673.0,0002-0007-0668,1,KO
4,28481,40.0,1,3.8585,341.25,670.725,245673.0,0002-0009-0671,1,KO
4,28468,41.0,0,4.27375,344.5,671.695121951,245673.0,0001-0009-0671,1,KO
5,28480,152.0,1,7.35025,362.611842105,671.769736842,245673.0,0002-0008-0671,1,KO
5,28576,193.0,11,8.257,379.816062176,642.323834197,245673.0,0012-0008-0642,1,KO
5,28545,274.0,8,11.254,374.631386861,642.503649635,245673.0,0009-0008-0643,1,KO
5,28514,166.0,5,7.45275,370.614457831,656.879518072,245673.0,0006-0008-0657,1,KO
5,28585,192.0,12,8.257,382.286458333,641.104166667,245673.0,0013-0008-0641,1,KO
5,28490,138.0,2,7.163,364.043478261,671.405797101,245673.0,0003-0008-0671,1,KO
5,28555,187.0,9,8.354,380.35026738,639.521390374,245673.0,0010-0009-0638,1,KO
5,28526,188.0,6,8.1195,374.106382979,653.643617021,245673.0,0007-0009-0654,1,KO
5,28496,146.0,3,7.28325,365.520547945,667.301369863,245673.0,0004-0006-0667,1,KO
5,28593,96.0,13,6.36325,384.177083333,636.21875,245673.0,0014-0006-0635,1,KO
5,28470,145.0,0,7.62275,363.486206897,678.879310345,245673.0,0001-0011-0679,1,KO
5,28566,196.0,10,8.40025,380.790816327,639.831632653,245673.0,0011-0008-0640,1,KO
5,28503,159.0,4,7.60025,369.84591195,660.103773585,245673.0,0005-0006-0660,1,KO
5,28535,189.0,7,8.41475,376.177248677,645.96031746,245673.0,0008-0007-0646,1,KO
6,28482,25.0,1,3.05275,315.46,718.74,245673.0,0002-0010-0719,1,KO
6,28471,25.0,0,3.1305,309.38,721.98,245673.0,0001-0012-0722,1,KO
7,28483,109.0,2,6.9515,743.78440367,513.646788991,245673.0,0003-0001-0513,1,KO
7,28473,71.0,1,5.1005,744.922535211,512.471830986,245673.0,0002-0001-0512,1,KO
7,28460,81.0,0,5.65025,749.845679012,517.37654321,245673.0,0001-0001-0516,1,KO
8,28475,30.0,1,3.30275,860.566666667,527.0,245673.0,0002-0003-0527,1,KO
8,28461,35.0,0,3.79825,858.3,527.471428571,245673.0,0001-0002-0527,1,KO
9,28484,127.0,2,6.7855,728.55511811,531.665354331,245673.0,0003-0002-0531,1,KO
9,28580,102.0,12,6.3005,719.725490196,521.156862745,245673.0,0013-0003-0520,1,KO
9,28549,187.0,9,8.0,727.927807487,519.286096257,245673.0,0010-0003-0519,1,KO
9,28518,184.0,6,8.76725,722.391304348,517.22826087,245673.0,0007-0001-0516,1,KO
9,28491,201.0,3,9.83,721.604477612,524.281094527,245673.0,0004-0001-0522,1,KO
9,28589,155.0,13,7.39275,721.506451613,522.138709677,245673.0,0014-0002-0521,1,KO
9,28462,134.0,0,6.95475,736.514925373,531.186567164,245673.0,0001-0003-0531,1,KO
9,28561,112.0,10,6.39975,720.580357143,520.8125,245673.0,0011-0003-0520,1,KO
9,28530,169.0,7,9.96325,719.482248521,525.109467456,245673.0,0008-0002-0526,1,KO
9,28499,135.0,4,7.04475,721.025925926,526.448148148,245673.0,0005-0002-0526,1,KO
9,28598,111.0,14,6.61025,719.608108108,522.463963964,245673.0,0015-0002-0521,1,KO
9,28474,110.0,1,6.94075,725.118181818,526.554545455,245673.0,0002-0002-0526,1,KO
9,28571,105.0,11,6.4895,719.595238095,521.7,245673.0,0012-0003-0520,1,KO
9,28508,237.0,5,10.724,721.179324895,522.457805907,245673.0,0006-0002-0522,1,KO
9,28541,109.0,8,6.43325,721.041284404,519.857798165,245673.0,0009-0004-0519,1,KO
9,28605,75.0,15,6.25875,718.886666667,521.94,245673.0,0016-0003-0521,1,KO
10,28516,30.0,5,3.404,344.3,668.433333333,245673.0,0006-0010-0668,1,KO
10,28505,29.0,4,3.154,345.396551724,669.327586207,245673.0,0005-0008-0669,1,KO
10,28527,35.0,6,3.5155,342.871428571,666.928571429,245673.0,0007-0010-0667,1,KO
11,28513,33.0,5,3.69175,348.46969697,631.924242424,245673.0,0006-0007-0631,1,KO
11,28525,117.0,6,7.025,359.841880342,622.747863248,245673.0,0007-0008-0622,1,KO
12,28528,28.0,6,3.30275,592.964285714,717.035714286,245673.0,0007-0011-0717,1,KO
12,28517,36.0,5,3.5155,590.361111111,711.111111111,245673.0,0006-0011-0711,1,KO
13,28560,89.0,10,6.0795,786.5,511.005617978,245673.0,0011-0002-0511,1,KO
13,28531,177.0,7,7.873,795.042372881,521.240112994,245673.0,0008-0003-0521,1,KO
13,28579,188.0,12,9.7905,774.313829787,511.127659574,245673.0,0013-0002-0511,1,KO
13,28548,104.0,9,6.32525,793.057692308,512.865384615,245673.0,0010-0002-0513,1,KO
13,28520,128.0,6,6.8945,797.46875,521.84375,245673.0,0007-0003-0522,1,KO
13,28570,119.0,11,7.8875,778.06302521,511.029411765,245673.0,0012-0002-0511,1,KO
13,28539,187.0,8,8.35975,790.804812834,517.99197861,245673.0,0009-0002-0518,1,KO
13,28509,114.0,5,6.7165,801.745614035,521.298245614,245673.0,0006-0003-0522,1,KO
14,28529,48.0,7,4.055,353.104166667,517.583333333,245673.0,0008-0001-0517,1,KO
14,28519,35.0,6,3.9085,348.642857143,517.928571429,245673.0,0007-0002-0518,1,KO
15,28533,147.0,7,7.131,335.785714286,544.670068027,245673.0,0008-0005-0544,1,KO
15,28523,139.0,6,7.06975,326.68705036,548.169064748,245673.0,0007-0006-0548,1,KO
16,28578,37.0,12,3.6505,772.121621622,493.121621622,245673.0,0013-0001-0493,1,KO
16,28547,42.0,9,4.1085,777.30952381,492.19047619,245673.0,0010-0001-0492,1,KO
16,28569,43.0,11,4.12175,770.26744186,494.011627907,245673.0,0012-0001-0493,1,KO
16,28538,36.0,8,3.7415,776.777777778,494.722222222,245673.0,0009-0001-0494,1,KO
16,28559,42.0,10,4.0355,777.571428571,488.047619048,245673.0,0011-0001-0488,1,KO
17,28562,25.0,10,3.05275,295.14,522.62,245673.0,0011-0004-0522,1,KO
17,28550,30.0,9,3.495,294.733333333,520.633333333,245673.0,0010-0004-0520,1,KO
18,28564,25.0,10,3.01775,287.58,565.54,245673.0,0011-0006-0566,1,KO
18,28554,30.0,9,3.62175,293.133333333,574.566666667,245673.0,0010-0008-0574,1,KO
18,28573,42.0,11,4.03675,293.238095238,562.095238095,245673.0,0012-0005-0562,1,KO
19,28594,26.0,13,3.5575,274.461538462,643.538461538,245673.0,0014-0007-0643,1,KO
19,28567,34.0,10,3.636,279.235294118,638.882352941,245673.0,0011-0009-0639,1,KO
19,28586,35.0,12,3.736,273.642857143,641.1,245673.0,0013-0009-0641,1,KO
19,28557,34.0,9,4.29075,277.941176471,641.441176471,245673.0,0010-0011-0642,1,KO
19,28575,28.0,11,3.605,281.678571429,633.892857143,245673.0,0012-0007-0633,1,KO
20,28577,37.0,11,3.736,591.121621622,691.202702703,245673.0,0012-0009-0691,1,KO
20,28546,42.0,8,4.1085,596.166666667,696.69047619,245673.0,0009-0009-0697,1,KO
20,28595,43.0,13,3.986,594.26744186,674.081395349,245673.0,0014-0008-0674,1,KO
20,28537,36.0,7,3.5155,598.111111111,699.361111111,245673.0,0008-0009-0699,1,KO
20,28587,48.0,12,3.986,585.5,678.75,245673.0,0013-0010-0679,1,KO
20,28558,49.0,9,4.2495,595.846938776,691.540816327,245673.0,0010-0012-0692,1,KO
21,28581,29.0,12,3.32,805.155172414,532.844827586,245673.0,0013-0004-0533,1,KO
21,28591,26.0,13,3.05275,806.230769231,524.846153846,245673.0,0014-0004-0525,1,KO
22,28592,47.0,13,4.53525,325.010638298,582.095744681,245673.0,0014-0005-0582,1,KO
22,28583,42.0,12,4.095,313.714285714,576.69047619,245673.0,0013-0006-0577,1,KO
22,28600,43.0,14,4.12175,326.151162791,583.569767442,245673.0,0015-0004-0583,1,KO
22,28617,27.0,17,3.154,331.425925926,594.87037037,245673.0,0018-0003-0594,1,KO
22,28606,59.0,15,5.236,332.449152542,585.533898305,245673.0,0016-0004-0585,1,KO
22,28623,46.0,18,4.055,329.369565217,593.869565217,245673.0,0019-0003-0594,1,KO
23,28608,165.0,15,8.28125,341.336363636,651.421212121,245673.0,0016-0006-0651,1,KO
23,28644,265.0,21,9.801,366.681132075,638.90754717,245673.0,0022-0005-0638,1,KO
23,28613,206.0,16,8.904,350.883495146,647.383495146,245673.0,0017-0004-0647,1,KO
23,28678,158.0,25,7.79175,372.816455696,627.810126582,245673.0,0026-0005-0626,1,KO
23,28710,80.0,29,6.20175,375.4375,627.2,245673.0,0030-0004-0626,1,KO
23,28619,238.0,17,9.83625,354.399159664,645.432773109,245673.0,0018-0005-0646,1,KO
23,28685,81.0,26,6.191,374.141975309,626.216049383,245673.0,0027-0005-0625,1,KO
23,28717,27.0,30,4.59625,374.722222222,624.425925926,245673.0,0031-0005-0624,1,KO
23,28655,260.0,22,9.52375,370.907692308,634.85,245673.0,0023-0009-0634,1,KO
23,28624,260.0,18,10.081,358.176923077,643.484615385,245673.0,0019-0004-0643,1,KO
23,28693,101.0,27,6.54425,373.638613861,626.272277228,245673.0,0028-0005-0625,1,KO
23,28631,253.0,19,9.39675,360.812252964,642.760869565,245673.0,0020-0007-0643,1,KO
23,28663,240.0,23,9.34175,373.008333333,631.641666667,245673.0,0024-0007-0631,1,KO
23,28602,148.0,14,8.35875,333.114864865,652.162162162,245673.0,0015-0006-0652,1,KO
23,28638,260.0,20,9.72025,364.157692308,642.311538462,245673.0,0021-0006-0642,1,KO
23,28671,203.0,24,8.38275,373.775862069,630.549261084,245673.0,0025-0006-0629,1,KO
23,28703,68.0,28,6.01425,375.058823529,626.602941176,245673.0,0029-0007-0625,1,KO
24,28610,555.0,16,15.81525,769.069369369,505.433333333,245673.0,0017-0001-0506,1,KO
24,28675,596.0,25,14.6445,755.139261745,507.25,245673.0,0026-0002-0507,1,KO
24,28803,259.0,39,9.92225,731.615830116,499.72007722,245673.0,0040-0003-0498,1,KO
24,28615,591.0,17,14.9665,767.660744501,507.18358714,245673.0,0018-0001-0508,1,KO
24,28743,398.0,33,11.85775,732.969849246,501.879396985,245673.0,0034-0002-0501,1,KO
24,28682,608.0,26,15.53725,750.111842105,507.256578947,245673.0,0027-0002-0508,1,KO
24,28810,199.0,40,9.17925,729.389447236,502.304020101,245673.0,0041-0002-0501,1,KO
24,28621,573.0,18,15.037,763.363874346,506.047993019,245673.0,0019-0001-0506,1,KO
24,28690,654.0,27,18.35925,739.426605505,507.72324159,245673.0,0028-0002-0508,1,KO
24,28754,279.0,34,10.3185,731.571684588,500.586021505,245673.0,0035-0002-0499,1,KO
24,28627,326.0,19,10.59025,769.549079755,505.441717791,245673.0,0020-0003-0505,1,KO
24,28819,169.0,41,9.057,729.316568047,500.819526627,245673.0,0042-0002-0501,1,KO
24,28698,534.0,28,16.1095,731.93258427,509.25093633,245673.0,0029-0002-0510,1,KO
24,28635,345.0,20,10.95625,764.7,508.146376812,245673.0,0021-0003-0508,1,KO
24,28828,141.0,42,8.71175,730.003546099,498.25177305,245673.0,0043-0001-0497,1,KO
