Track,ID,Area,Time,Radius,X,Y,Cell size,Roi label,Experiment,Genotype
0,450310,42.0,0,3.9005,408.30952381,646.428571429,249797.0,0001-0104-0646,2,KO
0,451812,31.0,11,3.4525,412.919354839,634.758064516,249797.0,0012-0106-0635,2,KO
0,452228,42.0,14,3.886,422.404761905,632.880952381,249797.0,0015-0102-0633,2,KO
0,451264,43.0,7,3.9005,414.38372093,637.058139535,249797.0,0008-0097-0637,2,KO
0,451951,36.0,12,3.5155,413.888888889,634.361111111,249797.0,0013-0105-0634,2,KO
0,450443,151.0,1,8.64725,410.983443709,648.493377483,249797.0,0002-0104-0647,2,KO
0,451400,38.0,8,3.7655,413.131578947,635.578947368,249797.0,0009-0103-0635,2,KO
0,450857,44.0,4,3.986,408.431818182,639.0,249797.0,0005-0101-0639,2,KO
0,450994,38.0,5,3.62125,404.0,638.0,249797.0,0006-0101-0638,2,KO
0,450579,68.0,2,5.0,406.867647059,645.367647059,249797.0,0003-0107-0645,2,KO
0,452369,44.0,15,4.1085,422.954545455,631.818181818,249797.0,0016-0108-0631,2,KO
0,450716,39.0,3,3.6505,407.038461538,635.08974359,249797.0,0004-0105-0635,2,KO
0,451131,28.0,6,3.32,405.214285714,639.142857143,249797.0,0007-0102-0639,2,KO
0,452091,31.0,13,3.30275,409.951612903,636.919354839,249797.0,0014-0107-0637,2,KO
0,451672,39.0,10,3.6505,412.064102564,635.423076923,249797.0,0011-0102-0635,2,KO
1,450308,38.0,0,3.7655,473.684210526,642.815789474,249797.0,0001-0102-0642,2,KO
1,450720,49.0,3,4.335,471.826530612,639.418367347,249797.0,0004-0109-0639,2,KO
1,450577,40.0,2,3.7655,477.475,641.825,249797.0,0003-0105-0641,2,KO
1,450990,64.0,5,4.9155,467.203125,630.0625,249797.0,0006-0097-0630,2,KO
1,451262,58.0,7,4.8255,466.810344828,629.5,249797.0,0008-0095-0629,2,KO
1,450445,43.0,1,3.986,474.73255814,642.779069767,249797.0,0002-0106-0643,2,KO
1,450856,67.0,4,5.336,468.753731343,638.544776119,249797.0,0005-0100-0639,2,KO
1,451128,50.0,6,4.21225,467.18,632.52,249797.0,0007-0099-0632,2,KO
2,453958,40.0,26,3.7655,499.0,632.5,249797.0,0027-0114-0632,2,KO
2,455047,40.0,33,3.9005,499.875,621.75,249797.0,0034-0116-0621,2,KO
2,451268,71.0,7,5.1005,495.288732394,642.373239437,249797.0,0008-0101-0642,2,KO
2,450309,68.0,0,4.9425,493.75,646.367647059,249797.0,0001-0103-0646,2,KO
2,453381,40.0,22,3.7655,500.45,634.325,249797.0,0023-0105-0634,2,KO
2,452227,88.0,14,6.31975,495.829545455,631.977272727,249797.0,0015-0101-0632,2,KO
2,452801,40.0,18,3.9005,502.325,633.8,249797.0,0019-0120-0633,2,KO
2,450446,69.0,1,4.9425,496.630434783,644.152173913,249797.0,0002-0107-0644,2,KO
2,450575,102.0,2,7.09425,498.196078431,640.235294118,249797.0,0003-0103-0640,2,KO
2,453519,69.0,23,5.703,496.963768116,634.210144928,249797.0,0024-0109-0634,2,KO
2,451402,58.0,8,4.6925,494.706896552,640.706896552,249797.0,0009-0105-0641,2,KO
2,454421,43.0,29,3.886,503.476744186,627.918604651,249797.0,0030-0113-0628,2,KO
2,451538,56.0,9,4.6925,493.785714286,642.214285714,249797.0,0010-0103-0642,2,KO
2,454739,41.0,31,3.9005,502.158536585,629.353658537,249797.0,0032-0115-0629,2,KO
2,452368,95.0,15,6.44075,495.626315789,630.847368421,249797.0,0016-0107-0630,2,KO
2,452945,43.0,19,3.986,500.779069767,634.38372093,249797.0,0020-0107-0634,2,KO
2,454110,44.0,27,3.9005,499.863636364,628.409090909,249797.0,0028-0114-0628,2,KO
2,451675,59.0,10,4.61,493.991525424,640.855932203,249797.0,0011-0105-0641,2,KO
2,455192,39.0,34,3.7655,501.141025641,617.602564103,249797.0,0035-0108-0617,2,KO
2,453657,69.0,24,5.624,496.514492754,632.688405797,249797.0,0025-0102-0633,2,KO
2,453094,42.0,20,3.986,501.5,634.785714286,249797.0,0021-0112-0634,2,KO
2,451813,59.0,11,5.34225,494.008474576,641.313559322,249797.0,0012-0107-0641,2,KO
2,450722,68.0,3,4.70425,496.25,643.014705882,249797.0,0004-0111-0643,2,KO
