Track,ID,Area,Time,Radius,X,Y,Cell size,Roi label,Experiment,Genotype
0,448437,32.0,3,3.32,695.6875,509.78125,223250.0,0004-0005-0510,2,KO
0,448416,47.0,0,3.986,697.563829787,520.287234043,223250.0,0001-0006-0520,2,KO
0,448432,42.0,2,3.9005,689.357142857,519.30952381,223250.0,0003-0007-0519,2,KO
0,448446,39.0,4,3.7655,688.217948718,512.551282051,223250.0,0005-0007-0512,2,KO
0,448425,50.0,1,4.236,698.14,520.0,223250.0,0002-0008-0520,2,KO
1,448423,312.0,1,10.15825,319.467948718,474.717948718,223250.0,0002-0006-0475,2,KO
1,448436,327.0,3,10.4885,326.233944954,471.649847095,223250.0,0004-0004-0471,2,KO
1,448468,342.0,7,10.95775,329.83625731,466.178362573,223250.0,0008-0007-0466,2,KO
1,448484,261.0,9,10.051,336.848659004,469.883141762,223250.0,0010-0005-0470,2,KO
1,448451,404.0,5,12.711,332.378712871,468.022277228,223250.0,0006-0004-0467,2,KO
1,448414,291.0,0,9.95225,315.946735395,475.414089347,223250.0,0001-0004-0475,2,KO
1,448431,322.0,2,10.4885,324.167701863,473.046583851,223250.0,0003-0006-0473,2,KO
1,448444,317.0,4,10.40825,332.97318612,473.619873817,223250.0,0005-0005-0473,2,KO
1,448476,310.0,8,10.09025,330.370967742,464.032258065,223250.0,0009-0006-0464,2,KO
1,448459,407.0,6,12.39875,325.632678133,465.686732187,223250.0,0007-0006-0466,2,KO
2,448415,46.0,0,3.986,616.195652174,509.956521739,223250.0,0001-0005-0510,2,KO
2,448424,57.0,1,4.46225,617.640350877,514.973684211,223250.0,0002-0007-0515,2,KO
3,448582,90.0,19,6.4035,350.333333333,412.466666667,223250.0,0020-0005-0413,2,KO
3,448647,51.0,24,4.3585,336.519607843,437.147058824,223250.0,0025-0006-0437,2,KO
3,448449,157.0,5,7.381,337.054140127,402.576433121,223250.0,0006-0002-0402,2,KO
3,448524,160.0,14,7.52925,341.99375,400.3875,223250.0,0015-0005-0400,2,KO
3,448456,164.0,6,7.405,334.176829268,398.268292683,223250.0,0007-0003-0398,2,KO
3,448598,56.0,20,4.6005,349.678571429,413.767857143,223250.0,0021-0004-0413,2,KO
3,448533,149.0,15,7.308,341.010067114,401.38590604,223250.0,0016-0003-0402,2,KO
3,448464,143.0,7,7.0,335.807692308,395.786713287,223250.0,0008-0003-0396,2,KO
3,448412,135.0,0,6.8555,327.225925926,401.692592593,223250.0,0001-0002-0401,2,KO
3,448472,163.0,8,7.887,339.76993865,397.346625767,223250.0,0009-0002-0396,2,KO
3,448614,44.0,21,4.11,348.068181818,414.863636364,223250.0,0022-0004-0415,2,KO
3,448420,123.0,1,6.5795,328.914634146,401.337398374,223250.0,0002-0003-0401,2,KO
3,448483,152.0,9,7.413,342.684210526,402.269736842,223250.0,0010-0004-0402,2,KO
3,448545,135.0,16,7.0,340.751851852,404.603703704,223250.0,0017-0004-0404,2,KO
3,448558,119.0,17,6.7165,342.609243697,406.978991597,223250.0,0018-0004-0407,2,KO
3,448428,127.0,2,6.6055,331.594488189,400.92519685,223250.0,0003-0003-0401,2,KO
3,448490,122.0,10,6.631,347.581967213,401.836065574,223250.0,0011-0003-0402,2,KO
3,448503,100.0,12,6.0095,339.96,400.01,223250.0,0013-0003-0400,2,KO
3,448628,82.0,22,5.5,347.036585366,421.475609756,223250.0,0023-0005-0421,2,KO
3,448434,147.0,3,7.163,334.62244898,400.282312925,223250.0,0004-0002-0400,2,KO
3,448496,153.0,11,7.316,339.297385621,399.212418301,223250.0,0012-0003-0399,2,KO
3,448511,154.0,13,7.308,340.883116883,400.837662338,223250.0,0014-0004-0401,2,KO
3,448637,39.0,23,3.9005,345.012820513,433.474358974,223250.0,0024-0005-0433,2,KO
3,448570,142.0,18,7.34725,344.816901408,409.218309859,223250.0,0019-0005-0409,2,KO
3,448441,134.0,4,6.8295,340.253731343,402.753731343,223250.0,0005-0002-0402,2,KO
4,448422,46.0,1,4.45525,613.413043478,448.391304348,223250.0,0002-0005-0449,2,KO
4,448430,38.0,2,4.23425,611.157894737,443.078947368,223250.0,0003-0005-0444,2,KO
4,448413,60.0,0,4.8505,613.283333333,445.883333333,223250.0,0001-0003-0446,2,KO
5,448455,286.0,6,9.904,654.293706294,394.573426573,223250.0,0007-0002-0394,2,KO
5,448615,115.0,21,6.998,622.030434783,419.117391304,223250.0,0022-0005-0419,2,KO
5,448418,271.0,1,9.69975,663.909594096,379.717712177,223250.0,0002-0001-0379,2,KO
5,448482,258.0,9,9.354,650.92248062,401.80620155,223250.0,0010-0003-0402,2,KO
5,448547,133.0,16,6.8555,630.5,414.372180451,223250.0,0017-0006-0414,2,KO
5,448448,278.0,5,9.562,654.866906475,391.597122302,223250.0,0006-0001-0391,2,KO
5,448513,211.0,13,8.507,642.163507109,406.523696682,223250.0,0014-0006-0406,2,KO
5,448526,197.0,14,8.30125,638.64213198,408.743654822,223250.0,0015-0007-0409,2,KO
5,448463,271.0,7,9.556,652.057195572,398.201107011,223250.0,0008-0002-0398,2,KO
5,448559,146.0,17,7.647,627.534246575,416.801369863,223250.0,0018-0005-0416,2,KO
5,448427,298.0,2,10.2675,659.597315436,379.137583893,223250.0,0003-0002-0379,2,KO
5,448584,137.0,19,7.60975,623.040145985,419.332116788,223250.0,0020-0007-0419,2,KO
5,448489,262.0,10,9.48125,649.194656489,402.614503817,223250.0,0011-0002-0402,2,KO
5,448627,108.0,22,6.45275,622.314814815,419.981481481,223250.0,0023-0004-0420,2,KO
5,448433,291.0,3,9.904,657.211340206,382.902061856,223250.0,0004-0001-0383,2,KO
5,448497,259.0,11,9.354,646.376447876,403.055984556,223250.0,0012-0004-0403,2,KO
5,448636,61.0,23,5.093,615.090163934,422.745901639,223250.0,0024-0004-0422,2,KO
5,448411,279.0,0,9.904,664.417562724,378.396057348,223250.0,0001-0001-0378,2,KO
5,448571,160.0,18,9.13425,625.7875,417.83125,223250.0,0019-0006-0418,2,KO
5,448440,278.0,4,9.812,657.284172662,389.172661871,223250.0,0005-0001-0389,2,KO
5,448504,212.0,12,8.43,644.891509434,405.759433962,223250.0,0013-0004-0405,2,KO
5,448536,164.0,15,7.53125,635.006097561,412.079268293,223250.0,0016-0006-0412,2,KO
5,448600,116.0,20,7.1445,624.025862069,417.939655172,223250.0,0021-0006-0418,2,KO
5,448473,251.0,8,9.32825,651.743027888,399.639442231,223250.0,0009-0003-0400,2,KO
6,448421,28.0,1,3.46575,428.714285714,411.964285714,223250.0,0002-0004-0412,2,KO
6,448429,28.0,2,3.6505,428.571428571,409.642857143,223250.0,0003-0004-0409,2,KO
7,448470,76.0,7,5.32525,619.052631579,513.276315789,223250.0,0008-0009-0513,2,KO
7,448487,68.0,9,4.95425,620.573529412,518.088235294,223250.0,0010-0008-0518,2,KO
7,448452,75.0,5,4.95425,618.846666667,505.446666667,223250.0,0006-0005-0505,2,KO
7,448479,72.0,8,5.045,621.513888889,515.972222222,223250.0,0009-0009-0516,2,KO
7,448445,50.0,4,5.4785,616.38,506.74,223250.0,0005-0006-0507,2,KO
7,448461,59.0,6,4.45425,616.059322034,516.940677966,223250.0,0007-0008-0517,2,KO
8,448450,94.0,5,7.123,579.212765957,406.244680851,223250.0,0006-0003-0407,2,KO
8,448435,45.0,3,5.44625,579.633333333,406.1,223250.0,0004-0003-0404,2,KO
8,448465,175.0,7,8.007,584.06,407.145714286,223250.0,0008-0004-0406,2,KO
8,448442,181.0,4,7.81575,580.23480663,404.461325967,223250.0,0005-0003-0404,2,KO
8,448457,193.0,6,8.10975,584.178756477,407.520725389,223250.0,0007-0004-0407,2,KO
9,448486,82.0,9,5.4155,710.182926829,504.829268293,223250.0,0010-0007-0505,2,KO
