Track,ID,Area,Time,Radius,X,Y,Cell size,Roi label,Experiment,Genotype
0,749643,61.0,0,5.17525,288.581967213,372.647540984,75899.0,0001-0009-0372,3,WT
0,749667,52.0,2,4.3505,293.923076923,380.846153846,75899.0,0003-0009-0381,3,WT
0,749681,44.0,3,4.3505,293.75,379.977272727,75899.0,0004-0012-0380,3,WT
0,749655,36.0,1,4.1075,290.916666667,374.555555556,75899.0,0002-0009-0374,3,WT
1,749803,168.0,15,7.45275,291.625,363.035714286,75899.0,0016-0006-0363,3,WT
1,749642,170.0,0,7.45275,298.017647059,353.282352941,75899.0,0001-0008-0353,3,WT
1,749678,172.0,3,7.45275,292.0,354.290697674,75899.0,0004-0009-0354,3,WT
1,749709,178.0,6,7.85025,292.331460674,356.764044944,75899.0,0007-0007-0356,3,WT
1,749773,157.0,12,7.413,294.729299363,358.850318471,75899.0,0013-0006-0359,3,WT
1,749837,176.0,18,7.78875,302.607954545,365.556818182,75899.0,0019-0007-0365,3,WT
1,749740,169.0,9,7.53875,294.860946746,359.174556213,75899.0,0010-0006-0359,3,WT
1,749699,168.0,5,7.45275,296.648809524,358.083333333,75899.0,0006-0007-0358,3,WT
1,749795,163.0,14,7.413,293.039877301,363.604294479,75899.0,0015-0009-0363,3,WT
1,749666,178.0,2,7.78875,295.623595506,355.58988764,75899.0,0003-0008-0355,3,WT
1,749826,177.0,17,8.71225,301.053672316,365.867231638,75899.0,0018-0009-0366,3,WT
1,749729,180.0,8,8.09625,293.116666667,362.644444444,75899.0,0009-0006-0363,3,WT
1,749764,160.0,11,7.405,292.94375,359.78125,75899.0,0012-0007-0360,3,WT
1,749690,164.0,4,7.381,290.920731707,354.5,75899.0,0005-0008-0354,3,WT
1,749753,172.0,10,7.751,294.209302326,359.447674419,75899.0,0011-0008-0359,3,WT
1,749720,176.0,7,7.88825,293.647727273,363.261363636,75899.0,0008-0007-0363,3,WT
1,749783,159.0,13,7.405,292.952830189,363.078616352,75899.0,0014-0007-0363,3,WT
1,749654,167.0,1,7.53125,296.871257485,353.020958084,75899.0,0002-0008-0353,3,WT
1,749814,154.0,16,7.139,301.454545455,367.487012987,75899.0,0017-0008-0367,3,WT
2,749641,611.0,0,16.1205,339.315057283,364.328150573,75899.0,0001-0007-0365,3,WT
2,749679,339.0,3,10.868,341.68879056,359.146017699,75899.0,0004-0010-0359,3,WT
2,749775,555.0,12,14.76625,333.862162162,372.373873874,75899.0,0013-0008-0372,3,WT
2,749710,571.0,6,15.55875,338.53502627,369.414185639,75899.0,0007-0008-0371,3,WT
2,749838,595.0,18,15.96675,338.602521008,375.652941176,75899.0,0019-0008-0375,3,WT
2,749741,609.0,9,16.85575,338.051724138,370.537766831,75899.0,0010-0007-0370,3,WT
2,749804,485.0,15,14.20775,334.196907216,374.382474227,75899.0,0016-0007-0374,3,WT
2,749868,366.0,21,11.4245,345.721311475,369.461748634,75899.0,0022-0007-0370,3,WT
2,749827,600.0,17,15.734,337.943333333,375.781666667,75899.0,0018-0010-0375,3,WT
