Track,ID,Area,Time,Radius,X,Y,Cell size,Roi label,Experiment,Genotype
0,689227,33.0,0,4.295,641.984848485,374.621212121,220149.0,0001-0004-0374,2,WT
0,689243,44.0,1,4.25,643.886363636,378.522727273,220149.0,0002-0005-0378,2,WT
0,689257,43.0,2,4.12625,642.941860465,378.104651163,220149.0,0003-0006-0378,2,WT
1,689291,44.0,4,3.9005,686.431818182,344.068181818,220149.0,0005-0002-0344,2,WT
1,689224,28.0,0,3.30275,690.035714286,338.857142857,220149.0,0001-0001-0339,2,WT
1,689240,27.0,1,3.05275,688.425925926,341.092592593,220149.0,0002-0002-0341,2,WT
1,689272,40.0,3,3.8585,688.95,346.175,220149.0,0004-0003-0346,2,WT
1,689416,45.0,10,4.25,679.677777778,355.588888889,220149.0,0011-0003-0355,2,WT
1,689311,53.0,5,4.55825,684.971698113,346.235849057,220149.0,0006-0001-0346,2,WT
1,689373,55.0,8,4.545,686.754545455,352.027272727,220149.0,0009-0003-0352,2,WT
1,689330,27.0,6,3.154,688.092592593,352.203703704,220149.0,0007-0002-0352,2,WT
1,689394,55.0,9,4.6575,686.718181818,355.772727273,220149.0,0010-0004-0356,2,WT
1,689252,31.0,2,3.32,693.85483871,342.758064516,220149.0,0003-0001-0342,2,WT
2,689242,48.0,1,5.2785,499.229166667,349.916666667,220149.0,0002-0004-0349,2,WT
2,689290,147.0,4,7.70075,501.962585034,346.724489796,220149.0,0005-0001-0347,2,WT
2,689225,33.0,0,4.258,495.803030303,342.409090909,220149.0,0001-0002-0342,2,WT
2,689273,27.0,3,3.6215,501.12962963,349.611111111,220149.0,0004-0004-0349,2,WT
2,689254,82.0,2,5.75,500.5,349.048780488,220149.0,0003-0003-0349,2,WT
3,689338,1032.0,6,22.19525,414.910852713,704.708333333,220149.0,0007-0010-0705,2,WT
3,689230,830.0,0,18.23175,416.86746988,698.728915663,220149.0,0001-0007-0698,2,WT
3,689246,772.0,1,17.64,420.808290155,701.712435233,220149.0,0002-0008-0700,2,WT
3,689261,744.0,2,17.01275,420.469086022,703.485215054,220149.0,0003-0010-0703,2,WT
3,689280,750.0,3,18.29275,421.28,702.654666667,220149.0,0004-0011-0700,2,WT
3,689361,957.0,7,18.74675,418.23354232,706.9169279,220149.0,0008-0015-0707,2,WT
3,689319,987.0,5,19.44,420.506079027,708.632725431,220149.0,0006-0009-0706,2,WT
3,689300,882.0,4,18.62975,421.29478458,699.585034014,220149.0,0005-0011-0698,2,WT
3,689381,861.0,8,18.05775,417.49767712,708.549941928,220149.0,0009-0011-0709,2,WT
4,689339,507.0,6,13.32825,392.503944773,736.454635108,220149.0,0007-0011-0736,2,WT
4,689321,525.0,5,13.7015,393.360952381,736.701904762,220149.0,0006-0011-0737,2,WT
4,689262,522.0,2,15.12325,395.898467433,736.425287356,220149.0,0003-0011-0736,2,WT
4,689231,558.0,0,14.6895,391.786738351,735.098566308,220149.0,0001-0008-0734,2,WT
4,689247,539.0,1,13.90575,396.297773655,737.013914657,220149.0,0002-0009-0736,2,WT
4,689282,520.0,3,13.86525,396.719230769,737.365384615,220149.0,0004-0013-0737,2,WT
4,689362,688.0,7,17.73175,389.686046512,729.552325581,220149.0,0008-0016-0727,2,WT
4,689382,667.0,8,17.7685,388.924287856,727.834332834,220149.0,0009-0012-0723,2,WT
4,689301,597.0,4,15.9645,389.927135678,734.704355109,220149.0,0005-0012-0735,2,WT
5,689258,390.0,2,14.03925,676.643589744,405.646153846,220149.0,0003-0007-0405,2,WT
5,689401,52.0,9,6.07225,661.25,406.346153846,220149.0,0010-0011-0406,2,WT
5,689278,332.0,3,12.7695,674.527108434,407.141566265,220149.0,0004-0009-0406,2,WT
5,689356,117.0,7,8.021,662.542735043,404.995726496,220149.0,0008-0010-0406,2,WT
5,689229,440.0,0,13.937,674.779545455,401.777272727,220149.0,0001-0006-0400,2,WT
5,689245,426.0,1,13.5375,679.845070423,404.408450704,220149.0,0002-0007-0404,2,WT
5,689298,157.0,4,10.046,667.347133758,405.544585987,220149.0,0005-0009-0405,2,WT
5,689379,30.0,8,4.303,665.066666667,407.266666667,220149.0,0009-0009-0406,2,WT
5,689335,41.0,6,4.808,662.5,406.865853659,220149.0,0007-0007-0406,2,WT
5,689316,157.0,5,9.16525,667.882165605,406.035031847,220149.0,0006-0006-0406,2,WT
6,689546,635.0,17,15.004,373.460629921,778.122047244,220149.0,0018-0011-0778,2,WT
6,689739,677.0,30,17.9855,375.579763663,789.211964549,220149.0,0031-0010-0792,2,WT
6,689481,622.0,13,14.84625,371.866559486,772.974276527,220149.0,0014-0014-0773,2,WT
6,689870,611.0,37,15.04725,376.696399345,786.449263502,220149.0,0038-0012-0786,2,WT
6,689613,641.0,21,15.66075,374.952418097,784.602964119,220149.0,0022-0014-0784,2,WT
6,689283,694.0,3,16.79625,371.260806916,767.867435159,220149.0,0004-0014-0767,2,WT
6,689990,624.0,43,15.63225,375.08974359,785.754807692,220149.0,0044-0012-0785,2,WT
6,689796,644.0,33,15.99625,376.585403727,792.290372671,220149.0,0034-0018-0793,2,WT
6,689924,664.0,40,16.178,380.560240964,788.457831325,220149.0,0041-0015-0787,2,WT
6,689669,678.0,25,16.464,375.945427729,785.662241888,220149.0,0026-0013-0784,2,WT
6,689499,954.0,14,20.14625,369.592243187,782.136268344,220149.0,0015-0013-0784,2,WT
6,689816,555.0,34,14.9845,377.195495495,788.253153153,220149.0,0035-0016-0789,2,WT
