Track,ID,Area,Time,Radius,X,Y,Cell size,Roi label,Experiment,Genotype
0,594121,241.0,0,9.77175,413.479253112,493.334024896,247849.0,0001-0016-0492,2,WT
0,594281,224.0,6,9.38525,412.816964286,498.736607143,247849.0,0007-0013-0499,2,WT
0,594184,200.0,2,8.82775,412.45,496.83,247849.0,0003-0025-0496,2,WT
0,594381,228.0,10,9.41,408.320175439,490.956140351,247849.0,0011-0019-0490,2,WT
0,594479,214.0,14,9.33625,412.03271028,486.691588785,247849.0,0015-0016-0486,2,WT
0,594529,147.0,16,7.0,411.425170068,486.887755102,247849.0,0017-0018-0487,2,WT
0,594306,207.0,7,8.95225,410.731884058,497.649758454,247849.0,0008-0017-0497,2,WT
0,594213,174.0,3,8.3425,413.718390805,497.413793103,247849.0,0004-0020-0497,2,WT
0,594405,222.0,11,9.62375,410.031531532,490.563063063,247849.0,0012-0016-0490,2,WT
0,594503,151.0,15,7.066,409.48013245,486.043046358,247849.0,0016-0017-0486,2,WT
0,594150,225.0,1,9.189,412.375555556,490.073333333,247849.0,0002-0018-0489,2,WT
0,594236,193.0,4,8.56,413.546632124,500.168393782,247849.0,0005-0015-0500,2,WT
0,594332,210.0,8,9.317,409.785714286,494.185714286,247849.0,0009-0018-0494,2,WT
0,594559,151.0,17,7.163,412.321192053,489.917218543,247849.0,0018-0021-0490,2,WT
0,594430,219.0,12,9.051,411.198630137,489.929223744,247849.0,0013-0020-0489,2,WT
0,594259,203.0,5,8.72025,417.051724138,502.130541872,247849.0,0006-0016-0503,2,WT
0,594355,234.0,9,9.74525,406.777777778,494.948717949,247849.0,0010-0017-0495,2,WT
0,594455,224.0,13,9.201,411.352678571,490.397321429,247849.0,0014-0018-0490,2,WT
1,594697,84.0,22,6.4515,392.035714286,451.630952381,247849.0,0023-0018-0452,2,WT
1,594120,61.0,0,4.75,396.172131148,468.762295082,247849.0,0001-0015-0468,2,WT
1,594379,123.0,10,6.9935,392.231707317,456.87398374,247849.0,0011-0017-0457,2,WT
1,594762,85.0,25,5.578,398.535294118,454.452941176,247849.0,0026-0013-0454,2,WT
1,594826,81.0,28,5.3825,399.179012346,458.25308642,247849.0,0029-0013-0458,2,WT
1,594305,53.0,7,4.3585,395.537735849,457.216981132,247849.0,0008-0016-0457,2,WT
1,594183,52.0,2,4.3585,394.25,467.115384615,247849.0,0003-0024-0467,2,WT
1,594502,74.0,15,5.179,391.310810811,448.918918919,247849.0,0016-0016-0449,2,WT
1,594585,81.0,18,5.401,390.462962963,451.228395062,247849.0,0019-0018-0451,2,WT
1,594330,42.0,8,4.0,393.904761905,446.119047619,247849.0,0009-0016-0446,2,WT
1,594527,61.0,16,4.574,387.319672131,448.926229508,247849.0,0017-0016-0449,2,WT
1,594719,82.0,23,5.3505,394.0,450.329268293,247849.0,0024-0013-0450,2,WT
1,594846,84.0,29,5.5,399.75,457.619047619,247849.0,0030-0015-0457,2,WT
1,594258,44.0,5,3.9005,397.590909091,461.863636364,247849.0,0006-0015-0462,2,WT
1,594645,94.0,20,6.772,389.436170213,452.244680851,247849.0,0021-0019-0452,2,WT
1,594454,88.0,13,5.42625,391.897727273,448.647727273,247849.0,0014-0017-0448,2,WT
1,594280,53.0,6,4.305,399.537735849,459.933962264,247849.0,0007-0012-0460,2,WT
1,594671,78.0,21,5.5265,390.397435897,452.217948718,247849.0,0022-0016-0452,2,WT
1,594478,88.0,14,5.59225,390.954545455,449.659090909,247849.0,0015-0015-0450,2,WT
1,594784,80.0,26,5.295,400.0625,455.5875,247849.0,0027-0011-0455,2,WT
1,594149,64.0,1,4.824,396.390625,466.453125,247849.0,0002-0017-0466,2,WT
1,594212,45.0,3,3.9005,399.211111111,468.633333333,247849.0,0004-0019-0468,2,WT
1,594404,100.0,11,6.909,390.55,445.58,247849.0,0012-0015-0446,2,WT
1,594235,39.0,4,3.7655,396.371794872,462.371794872,247849.0,0005-0014-0462,2,WT
1,594429,91.0,12,6.06525,390.752747253,449.5,247849.0,0013-0019-0449,2,WT
1,594557,70.0,17,5.2135,389.914285714,450.371428571,247849.0,0018-0019-0450,2,WT
1,594353,53.0,9,4.5,392.877358491,450.254716981,247849.0,0010-0015-0450,2,WT
1,594741,84.0,24,5.42625,396.404761905,450.297619048,247849.0,0025-0013-0450,2,WT
1,594871,58.0,30,5.09225,400.344827586,459.775862069,247849.0,0031-0018-0460,2,WT
1,594614,83.0,19,5.42625,394.186746988,455.451807229,247849.0,0020-0019-0455,2,WT
1,594806,77.0,27,5.3505,400.188311688,459.88961039,247849.0,0028-0014-0460,2,WT
2,594185,74.0,2,5.5095,466.878378378,524.581081081,247849.0,0003-0026-0524,2,WT
2,594123,102.0,0,6.3105,469.990196078,531.107843137,247849.0,0001-0018-0531,2,WT
2,594507,169.0,15,8.756,465.109467456,525.571005917,247849.0,0016-0021-0526,2,WT
2,594829,94.0,28,6.9265,465.287234043,537.382978723,247849.0,0029-0016-0536,2,WT
2,594382,145.0,10,7.34175,458.962068966,519.686206897,247849.0,0011-0020-0520,2,WT
2,594702,128.0,22,6.99,468.9140625,531.5859375,247849.0,0023-0023-0531,2,WT
2,594432,140.0,12,7.03875,461.514285714,524.492857143,247849.0,0013-0022-0524,2,WT
2,594563,99.0,17,6.29075,467.560606061,529.934343434,247849.0,0018-0025-0529,2,WT
2,594308,115.0,7,6.70275,461.786956522,523.134782609,247849.0,0008-0019-0523,2,WT
2,594457,157.0,13,7.71425,461.996815287,523.022292994,247849.0,0014-0020-0522,2,WT
2,594651,138.0,20,6.9665,465.123188406,531.731884058,247849.0,0021-0025-0531,2,WT
2,594333,129.0,8,7.47225,455.709302326,524.282945736,247849.0,0009-0019-0524,2,WT
2,594589,60.0,18,5.8155,469.05,521.85,247849.0,0019-0022-0520,2,WT
2,594768,149.0,25,7.459,468.741610738,535.05704698,247849.0,0026-0019-0535,2,WT
2,594261,130.0,5,7.88175,462.207692308,532.430769231,247849.0,0006-0018-0532,2,WT
2,594283,163.0,6,8.32675,462.917177914,526.947852761,247849.0,0007-0015-0527,2,WT
2,594850,144.0,29,7.13475,464.180555556,532.173611111,247849.0,0030-0019-0532,2,WT
2,594533,117.0,16,6.816,467.636752137,531.542735043,247849.0,0017-0022-0531,2,WT
2,594724,140.0,23,7.12325,465.814285714,533.55,247849.0,0024-0018-0533,2,WT
2,594151,75.0,1,5.4635,466.7,524.993333333,247849.0,0002-0019-0525,2,WT
2,594407,104.0,11,6.36675,458.903846154,523.5,247849.0,0012-0018-0524,2,WT
2,594214,32.0,3,3.46925,463.28125,530.59375,247849.0,0004-0021-0530,2,WT
2,594790,140.0,26,7.34275,466.471428571,534.007142857,247849.0,0027-0017-0534,2,WT
2,594619,166.0,19,8.227,468.674698795,522.391566265,247849.0,0020-0024-0522,2,WT
2,594811,149.0,27,7.879,465.627516779,533.83557047,247849.0,0028-0019-0534,2,WT
2,594746,144.0,24,7.30675,467.215277778,534.833333333,247849.0,0025-0018-0535,2,WT
2,594874,68.0,30,5.73975,465.632352941,526.544117647,247849.0,0031-0021-0526,2,WT
2,594237,80.0,4,5.4515,461.975,527.5375,247849.0,0005-0016-0527,2,WT
2,594481,151.0,14,7.43,465.453642384,527.09602649,247849.0,0015-0018-0526,2,WT
2,594675,129.0,21,6.64,467.562015504,536.174418605,247849.0,0022-0020-0536,2,WT
2,594357,128.0,9,6.953,457.3515625,523.9140625,247849.0,0010-0019-0523,2,WT
3,594152,68.0,1,5.2135,450.485294118,529.735294118,247849.0,0002-0020-0529,2,WT
3,594122,60.0,0,4.5,448.066666667,529.716666667,247849.0,0001-0017-0529,2,WT
3,594186,44.0,2,4.0805,456.0,528.181818182,247849.0,0003-0027-0528,2,WT
4,594153,52.0,1,4.25,378.211538462,553.057692308,247849.0,0002-0021-0552,2,WT
4,594216,50.0,3,4.055,378.44,558.28,247849.0,0004-0023-0558,2,WT
4,594187,51.0,2,4.324,377.892156863,554.656862745,247849.0,0003-0028-0554,2,WT
4,594124,34.0,0,3.486,377.176470588,552.235294118,247849.0,0001-0019-0552,2,WT
5,594155,25.0,1,2.927,538.54,567.1,247849.0,0002-0023-0567,2,WT
5,594127,31.0,0,3.32,538.435483871,568.080645161,247849.0,0001-0022-0568,2,WT
6,594217,140.0,3,6.89,613.7,561.235714286,247849.0,0004-0024-0561,2,WT
6,594408,120.0,11,6.4835,603.516666667,551.316666667,247849.0,0012-0019-0551,2,WT
6,594154,136.0,1,6.8555,614.669117647,563.735294118,247849.0,0002-0022-0563,2,WT
6,594285,139.0,6,6.8555,606.5,557.025179856,247849.0,0007-0017-0557,2,WT
6,594188,154.0,2,7.316,615.006493506,562.876623377,247849.0,0003-0029-0563,2,WT
6,594126,144.0,0,7.106,616.083333333,564.055555556,247849.0,0001-0021-0564,2,WT
6,594435,141.0,12,8.10975,604.443262411,551.663120567,247849.0,0013-0025-0553,2,WT
6,594310,128.0,7,6.723,607.390625,555.3125,247849.0,0008-0021-0555,2,WT
