Track,ID,Area,Time,Radius,X,Y,Cell size,Roi label,Experiment,Genotype
0,43872,37.0,0,3.7655,307.364864865,240.391891892,127774.0,0001-0007-0240,1,WT
0,43893,39.0,1,3.7655,306.628205128,241.628205128,127774.0,0002-0009-0241,1,WT
0,43911,37.0,2,3.75475,305.662162162,242.689189189,127774.0,0003-0009-0242,1,WT
0,43930,38.0,3,3.5155,299.0,244.5,127774.0,0004-0010-0244,1,WT
1,43873,40.0,0,4.3505,262.975,243.7,127774.0,0001-0008-0244,1,WT
1,43895,33.0,1,3.5155,263.257575758,249.439393939,127774.0,0002-0011-0249,1,WT
2,43986,44.0,6,4.12175,414.5,252.409090909,127774.0,0007-0011-0252,1,WT
2,43875,34.0,0,3.4525,416.911764706,245.176470588,127774.0,0001-0010-0245,1,WT
2,44003,111.0,7,7.25,419.635135135,256.914414414,127774.0,0008-0010-0257,1,WT
2,43894,36.0,1,3.7025,413.416666667,242.944444444,127774.0,0002-0010-0242,1,WT
2,44022,52.0,8,4.47475,424.403846154,257.192307692,127774.0,0009-0013-0257,1,WT
2,43912,38.0,2,3.7655,413.578947368,245.684210526,127774.0,0003-0010-0245,1,WT
2,43929,40.0,3,3.9005,413.375,244.3,127774.0,0004-0009-0244,1,WT
2,44042,45.0,9,4.12175,421.122222222,256.566666667,127774.0,0010-0013-0256,1,WT
2,43948,36.0,4,3.5155,414.111111111,247.638888889,127774.0,0005-0010-0247,1,WT
2,43965,38.0,5,3.7655,412.052631579,244.421052632,127774.0,0006-0008-0244,1,WT
3,44098,31.0,12,3.404,421.112903226,272.241935484,127774.0,0013-0013-0272,1,WT
3,44004,31.0,7,3.30275,424.080645161,267.951612903,127774.0,0008-0011-0268,1,WT
3,43877,85.0,0,7.513,431.229411765,257.123529412,127774.0,0001-0012-0257,1,WT
3,43913,56.0,2,4.8195,427.375,256.160714286,127774.0,0003-0011-0256,1,WT
3,44044,32.0,9,3.404,422.125,271.34375,127774.0,0010-0015-0271,1,WT
3,43949,55.0,4,4.79925,426.936363636,256.645454545,127774.0,0005-0011-0257,1,WT
3,44081,30.0,11,3.30275,422.7,272.166666667,127774.0,0012-0015-0272,1,WT
3,43987,101.0,6,7.61225,424.163366337,261.212871287,127774.0,0007-0012-0262,1,WT
3,44116,30.0,13,3.154,423.533333333,273.6,127774.0,0014-0014-0273,1,WT
3,44023,32.0,8,3.4525,423.15625,267.96875,127774.0,0009-0014-0268,1,WT
3,43896,62.0,1,5.29275,427.661290323,255.983870968,127774.0,0002-0012-0256,1,WT
3,43932,62.0,3,5.02725,427.903225806,255.887096774,127774.0,0004-0012-0255,1,WT
3,44062,29.0,10,3.30275,422.775862069,273.086206897,127774.0,0011-0014-0273,1,WT
3,43967,57.0,5,4.92375,423.640350877,259.236842105,127774.0,0006-0010-0259,1,WT
4,44289,171.0,23,7.85025,226.763157895,290.634502924,127774.0,0024-0013-0290,1,WT
4,44418,176.0,30,7.78875,229.5625,288.380681818,127774.0,0031-0016-0288,1,WT
4,43915,203.0,2,8.366,241.302955665,282.938423645,127774.0,0003-0013-0283,1,WT
4,44171,194.0,16,8.05125,235.412371134,282.180412371,127774.0,0017-0014-0282,1,WT
4,44812,39.0,50,4.2605,236.141025641,296.371794872,127774.0,0051-0018-0296,1,WT
4,44045,196.0,9,8.95225,235.729591837,284.204081633,127774.0,0010-0016-0285,1,WT
4,44559,148.0,37,6.881,230.527027027,292.412162162,127774.0,0038-0019-0292,1,WT
4,44305,166.0,24,7.53125,227.795180723,291.445783133,127774.0,0025-0014-0291,1,WT
4,44690,67.0,44,5.3375,235.768656716,295.559701493,127774.0,0045-0016-0295,1,WT
4,44186,194.0,17,8.0,235.474226804,283.020618557,127774.0,0018-0012-0283,1,WT
4,44442,174.0,31,7.78875,230.41954023,289.252873563,127774.0,0032-0019-0289,1,WT
4,43934,200.0,3,8.366,240.235,285.02,127774.0,0004-0014-0285,1,WT
4,44063,232.0,10,10.07675,237.293103448,282.547413793,127774.0,0011-0015-0283,1,WT
4,44321,176.0,25,7.8125,228.471590909,289.846590909,127774.0,0026-0014-0290,1,WT
4,44709,53.0,45,5.00675,236.462264151,296.08490566,127774.0,0046-0016-0296,1,WT
4,44837,29.0,51,4.01175,235.879310345,296.775862069,127774.0,0052-0022-0297,1,WT
4,44583,76.0,38,5.3295,231.0,295.105263158,127774.0,0039-0020-0294,1,WT
4,44460,173.0,32,7.60025,228.523121387,289.962427746,127774.0,0033-0014-0290,1,WT
4,44205,205.0,18,8.451,234.62195122,284.1,127774.0,0019-0015-0284,1,WT
4,43953,201.0,4,8.37325,239.266169154,284.689054726,127774.0,0005-0015-0285,1,WT
4,44337,174.0,26,7.873,226.413793103,290.120689655,127774.0,0027-0013-0290,1,WT
4,44082,204.0,11,8.812,235.985294118,282.37254902,127774.0,0012-0016-0282,1,WT
4,44728,53.0,46,4.768,234.556603774,295.896226415,127774.0,0047-0016-0296,1,WT
4,44604,90.0,39,5.969,234.844444444,294.755555556,127774.0,0040-0017-0294,1,WT
4,44223,198.0,19,8.12325,229.681818182,286.429292929,127774.0,0020-0014-0286,1,WT
4,44479,143.0,33,6.95275,228.926573427,292.618881119,127774.0,0034-0013-0292,1,WT
4,43970,201.0,5,8.43,239.072139303,283.793532338,127774.0,0006-0013-0284,1,WT
4,44099,199.0,12,8.18,236.309045226,281.545226131,127774.0,0013-0014-0281,1,WT
4,44358,181.0,27,8.05125,224.162983425,288.273480663,127774.0,0028-0018-0288,1,WT
4,44748,62.0,47,5.09775,235.338709677,295.548387097,127774.0,0048-0018-0295,1,WT
4,44623,69.0,40,5.3565,236.775362319,295.557971014,127774.0,0041-0015-0295,1,WT
4,44496,164.0,34,7.60025,228.87804878,291.542682927,127774.0,0035-0013-0291,1,WT
4,44243,194.0,20,8.19075,229.804123711,287.134020619,127774.0,0021-0016-0287,1,WT
4,43989,239.0,6,10.666,237.165271967,283.784518828,127774.0,0007-0014-0282,1,WT
4,44117,208.0,13,9.043,235.706730769,282.177884615,127774.0,0014-0015-0282,1,WT
4,44379,180.0,28,7.91075,227.133333333,289.633333333,127774.0,0029-0018-0289,1,WT
4,44640,58.0,41,5.009,232.034482759,295.637931034,127774.0,0042-0013-0295,1,WT
4,44514,170.0,35,7.45275,232.770588235,291.047058824,127774.0,0036-0014-0291,1,WT
4,44259,186.0,21,8.12325,229.97311828,288.209677419,127774.0,0022-0013-0288,1,WT
4,44771,47.0,48,4.73875,235.223404255,296.095744681,127774.0,0049-0020-0296,1,WT
4,43878,216.0,0,8.9135,238.930555556,279.944444444,127774.0,0001-0013-0279,1,WT
4,44006,201.0,7,8.53925,236.256218905,287.425373134,127774.0,0008-0013-0287,1,WT
4,44134,198.0,14,8.47225,236.343434343,281.964646465,127774.0,0015-0014-0282,1,WT
4,44398,178.0,29,7.85025,228.584269663,289.02247191,127774.0,0030-0016-0288,1,WT
4,44274,179.0,22,7.98425,227.030726257,289.354748603,127774.0,0023-0012-0289,1,WT
4,44658,38.0,42,4.26925,234.815789474,296.368421053,127774.0,0043-0015-0296,1,WT
4,44535,159.0,36,7.20275,232.147798742,291.864779874,127774.0,0037-0017-0291,1,WT
