Track,ID,Area,Time,Radius,X,Y,Cell size,Roi label,Experiment,Genotype
0,591243,72.0,80,5.1005,604.555555556,582.472222222,377145.0,0081-0037-0582,2,WT
0,587915,216.0,25,8.451,603.101851852,580.375,377145.0,0026-0042-0580,2,WT
0,590986,111.0,76,6.59325,602.626126126,575.328828829,377145.0,0077-0038-0575,2,WT
0,587405,239.0,16,9.07825,605.893305439,585.525104603,377145.0,0017-0037-0585,2,WT
0,591116,73.0,78,4.95425,602.842465753,578.431506849,377145.0,0079-0037-0578,2,WT
0,589326,154.0,50,8.221,612.948051948,586.564935065,377145.0,0051-0040-0587,2,WT
0,588033,217.0,27,8.59625,603.329493088,577.919354839,377145.0,0028-0037-0578,2,WT
0,589188,91.0,48,5.7035,606.203296703,576.28021978,377145.0,0049-0035-0576,2,WT
0,587141,281.0,11,10.9815,614.720640569,596.581850534,377145.0,0012-0037-0599,2,WT
0,588549,196.0,37,8.116,604.566326531,568.086734694,377145.0,0038-0036-0568,2,WT
0,588934,271.0,44,10.3245,603.891143911,565.979704797,377145.0,0045-0030-0567,2,WT
0,587527,227.0,18,8.8525,607.685022026,584.579295154,377145.0,0019-0043-0585,2,WT
0,589465,100.0,52,5.9515,615.78,584.69,377145.0,0053-0041-0584,2,WT
0,588826,283.0,42,11.05075,603.560070671,566.0795053,377145.0,0043-0032-0566,2,WT
0,587804,231.0,23,9.22025,604.036796537,582.292207792,377145.0,0024-0033-0581,2,WT
0,586781,235.0,4,8.90025,610.546808511,598.376595745,377145.0,0005-0035-0598,2,WT
0,587037,276.0,9,11.11475,614.141304348,596.786231884,377145.0,0010-0034-0599,2,WT
0,590367,142.0,66,7.8445,606.161971831,580.323943662,377145.0,0067-0034-0579,2,WT
0,590865,107.0,74,6.42375,603.827102804,580.023364486,377145.0,0075-0044-0580,2,WT
0,590736,107.0,72,6.506,604.537383178,579.574766355,377145.0,0073-0045-0579,2,WT
0,590610,110.0,70,6.953,608.127272727,581.190909091,377145.0,0071-0040-0581,2,WT
0,588309,215.0,32,8.717,601.13255814,570.690697674,377145.0,0033-0034-0571,2,WT
0,591383,90.0,82,5.81575,611.333333333,588.777777778,377145.0,0083-0050-0588,2,WT
0,588456,195.0,35,8.37325,601.966666667,570.448717949,377145.0,0036-0033-0570,2,WT
0,589736,95.0,56,5.55175,610.552631579,583.026315789,377145.0,0057-0045-0583,2,WT
0,590249,84.0,64,5.4155,606.523809524,584.833333333,377145.0,0065-0044-0585,2,WT
0,588201,212.0,30,8.717,603.981132075,577.174528302,377145.0,0031-0036-0577,2,WT
0,589992,96.0,60,5.80175,608.520833333,581.677083333,377145.0,0061-0045-0581,2,WT
0,587296,242.0,14,8.967,613.747933884,589.896694215,377145.0,0015-0034-0590,2,WT
0,590496,114.0,68,6.86175,608.192982456,581.429824561,377145.0,0069-0038-0581,2,WT
0,588707,203.0,40,8.37325,604.89408867,566.110837438,377145.0,0041-0037-0566,2,WT
0,589603,85.0,54,5.5105,613.052941176,586.3,377145.0,0055-0043-0586,2,WT
0,589858,92.0,58,5.77075,608.630434783,583.380434783,377145.0,0059-0038-0583,2,WT
0,590119,93.0,62,5.55175,607.951612903,583.532258065,377145.0,0063-0041-0583,2,WT
0,586936,231.0,7,8.84625,614.893939394,596.547619048,377145.0,0008-0043-0596,2,WT
0,587196,262.0,12,10.13425,614.36259542,593.606870229,377145.0,0013-0037-0595,2,WT
0,589119,343.0,47,12.84625,606.526239067,573.397959184,377145.0,0048-0036-0575,2,WT
0,586674,235.0,2,8.90025,611.610638298,601.342553191,377145.0,0003-0039-0601,2,WT
0,588084,213.0,28,8.507,601.265258216,577.678403756,377145.0,0029-0030-0578,2,WT
0,587703,237.0,21,9.25,607.824894515,581.449367089,377145.0,0022-0045-0581,2,WT
0,588599,201.0,38,8.451,603.2960199,568.858208955,377145.0,0039-0033-0569,2,WT
0,589256,135.0,49,7.4895,608.937037037,580.588888889,377145.0,0050-0038-0581,2,WT
0,586569,234.0,0,8.967,609.427350427,599.170940171,377145.0,0001-0039-0599,2,WT
0,587978,220.0,26,8.60975,604.754545455,579.013636364,377145.0,0027-0043-0579,2,WT
0,588877,281.0,43,11.1935,599.524911032,562.955516014,377145.0,0044-0029-0563,2,WT
0,590924,95.0,75,6.03825,605.194736842,580.415789474,377145.0,0076-0040-0580,2,WT
0,591055,74.0,77,5.3285,606.77027027,581.175675676,377145.0,0078-0045-0581,2,WT
0,591183,77.0,79,5.39025,603.876623377,580.11038961,377145.0,0080-0043-0580,2,WT
0,590798,104.0,73,6.35375,604.596153846,580.394230769,377145.0,0074-0046-0580,2,WT
0,588993,290.0,45,10.12875,604.568965517,567.327586207,377145.0,0046-0031-0567,2,WT
0,587588,229.0,19,8.717,606.609170306,584.050218341,377145.0,0020-0043-0584,2,WT
0,587461,231.0,17,8.90025,608.04978355,586.136363636,377145.0,0018-0040-0586,2,WT
0,588359,209.0,33,8.76275,598.710526316,570.624401914,377145.0,0034-0036-0570,2,WT
0,588766,276.0,41,10.37875,601.981884058,565.688405797,377145.0,0042-0034-0565,2,WT
0,587088,235.0,10,9.07825,615.023404255,594.453191489,377145.0,0011-0036-0595,2,WT
0,587856,222.0,24,8.6705,601.842342342,580.018018018,377145.0,0025-0036-0580,2,WT
0,590672,131.0,71,7.2435,609.171755725,582.606870229,377145.0,0072-0045-0583,2,WT
0,591312,73.0,81,5.045,607.54109589,587.116438356,377145.0,0082-0047-0587,2,WT
0,586834,228.0,5,8.757,612.530701754,597.706140351,377145.0,0006-0038-0597,2,WT
0,589395,141.0,51,7.37075,618.606382979,590.20212766,377145.0,0052-0042-0590,2,WT
0,587349,245.0,15,9.35075,612.414285714,589.148979592,377145.0,0016-0038-0589,2,WT
0,588501,198.0,36,8.43,603.282828283,569.393939394,377145.0,0037-0032-0569,2,WT
0,590551,108.0,69,6.63825,611.222222222,583.388888889,377145.0,0070-0040-0582,2,WT
